"","checklist_id","global_unique_identifier","last_edited_date","taxonomic_order","category","common_name","scientific_name","observation_count","breeding_bird_atlas_code","breeding_bird_atlas_category","age_sex","country","country_code","state","state_code","county","county_code","iba_code","bcr_code","usfws_code","atlas_block","locality","locality_id","locality_type","latitude","longitude","observation_date","time_observations_started","observer_id","sampling_event_identifier","protocol_type","protocol_code","project_code","duration_minutes","effort_distance_km","effort_area_ha","number_observers","all_species_reported","group_identifier","has_media","approved","reviewed","reason","trip_comments","species_comments"
"41","S26538734","URN:CornellLabOfOrnithology:EBIRD:OBS362067563","2016-02-17 21:07:43",12309,"species","Kawall's Parrot","Amazona kawalli","5",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Povoado Lagoinha","L3999126","P",-2.58015,-56.46901,2015-02-07,"05:45:00","obsr561709","S26538734","Traveling","P22","EBIRD",240,3,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"42","S23972159","URN:CornellLabOfOrnithology:EBIRD:OBS327753535","2016-01-06 11:28:54",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Pousada Rio Roosevelt, Pará","L3732755","P",-8.494499,-60.961966,2015-06-10,"06:25:00","obsr338435","S23972159","Traveling","P22","EBIRD",115,32.186,NA,9,TRUE,NA,FALSE,TRUE,FALSE,NA,"Field Guides trip. Bret Whitney leader. Upriver from the Pousada Rio Roosevelt. <br />Submitted from BirdLog World for iOS, version 1.8",NA
"43","S25057612","URN:CornellLabOfOrnithology:EBIRD:OBS342669899","2021-02-22 10:04:27.115487",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Ilha do Quadro","L3913312","P",-7.1532281,-60.6872749,2015-08-06,"06:00:00","obsr312212","S25057612","Traveling","P22","EBIRD",390,1.5,NA,12,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"Heard only"
"44","S25080439","URN:CornellLabOfOrnithology:EBIRD:OBS342974856","2017-10-28 11:05:27",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Aripuana cruising","L3915822","P",-5.9386493,-60.2135324,2015-08-09,"06:00:00","obsr312212","S25080439","Traveling","P22","EBIRD",210,30,NA,12,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"45","S25045142","URN:CornellLabOfOrnithology:EBIRD:OBS342498260","2021-02-22 10:04:27.038481",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"left bank opposite Castanheira Trail","L3908296","P",-6.9351176,-60.5342388,2015-08-05,"06:00:00","obsr312212","S25045142","Traveling","P22","EBIRD",240,1.5,NA,12,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"Heard only"
"46","S24678272","URN:CornellLabOfOrnithology:EBIRD:OBS337233412","2021-02-22 10:04:25.942025",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Campina Trail","L3858101","P",-6.6045874,-60.46772,2015-08-03,"06:30:00","obsr312212","S24678272","Traveling","P22","EBIRD",390,3,NA,12,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"heard only"
"47","S25080096","URN:CornellLabOfOrnithology:EBIRD:OBS342970371","2021-02-22 10:04:25.893161",12309,"species","Kawall's Parrot","Amazona kawalli","6",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Igarape Arauazinho","L3858092","P",-6.2961675,-60.3596592,2015-08-08,"06:00:00","obsr312212","S25080096","Traveling","P22","EBIRD",390,6,NA,12,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"48","S25147792","URN:CornellLabOfOrnithology:EBIRD:OBS343982772","2021-02-22 10:04:28.745079",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Nova Olinda right bank trail","L3924554","P",-5.4696026,-60.3950644,2015-08-11,"06:00:00","obsr312212","S25147792","Traveling","P22","EBIRD",360,2,NA,12,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"49","S24779480","URN:CornellLabOfOrnithology:EBIRD:OBS338725702","2021-02-22 10:04:26.623621",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Mutum Logging Road","L3872598","P",-6.7062934,-60.4451466,2015-08-04,"04:30:00","obsr312212","S24779480","Traveling","P22","EBIRD",480,3,NA,12,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"50","S30387629","URN:CornellLabOfOrnithology:EBIRD:OBS414069107","2019-08-19 11:49:38",12309,"species","Kawall's Parrot","Amazona kawalli","6",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2015-10-28,"05:45:00","obsr290902","S30387629","Traveling","P22","EBIRD",205,2,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"51","S25774388","URN:CornellLabOfOrnithology:EBIRD:OBS352589273","2020-01-18 12:42:32",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2015-10-26,"05:47:00","obsr412230","S25774388","Traveling","P22","EBIRD_CAN",358,4,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Jan Smith, Rosemary & Chris Lester, Armando Sergio (mateiro). Birds recorded on the auditorium trail, returning via the main trail. Big antswarm encountered late morning along the main trail as we returned, but the sweat bees drove some of the group mad and we needed to carry on.",NA
"52","S30397585","URN:CornellLabOfOrnithology:EBIRD:OBS414216133","2020-05-16 11:33:37",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2015-10-25,"05:45:00","obsr290902","S30397585","Traveling","P22","EBIRD",455,12,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"53","S28048237","URN:CornellLabOfOrnithology:EBIRD:OBS379888636","2020-04-10 14:55:09",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2015-10-27,"05:30:00","obsr412230","S28048237","Traveling","P22","EBIRD_CAN",440,5,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Jan Smith, Chris & Rosemary Lester, Armand Sergio (mateiro). Birds observed during a long hike on the main trail at Tupana (approx. 5 km in, and then 5 km back), where we reached the tall terra firme where the trail becomes narrower.",NA
"54","S30406920","URN:CornellLabOfOrnithology:EBIRD:OBS414336798","2020-05-16 11:33:37",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2015-10-26,"05:45:00","obsr290902","S30406920","Traveling","P22","EBIRD",375,4,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"heard"
"55","S25771217","URN:CornellLabOfOrnithology:EBIRD:OBS352543944","2017-08-14 21:38:49",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2015-10-25,"15:50:00","obsr412230","S25771217","Traveling","P22","EBIRD_CAN",120,1.23,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Rosemary & Chris Lester, Jan Smith, Armando Sergio (local guide). Birds recorded on the auditorium trail.",NA
"56","S25770883","URN:CornellLabOfOrnithology:EBIRD:OBS352538609","2019-03-27 13:30:09",12309,"species","Kawall's Parrot","Amazona kawalli","14",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2015-10-25,"05:40:00","obsr412230","S25770883","Traveling","P22","EBIRD_CAN",465,3.2,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Jan Smith, Chris & Rosemary Lester, Armando Sergio (local mateiro). Birds recorded along the main trail, as far as the point where two streams join together in a sort of T-intersection (the trail crosses the smaller stream at the point where it joins the larger, permanent stream). Rather smokey first thing in the morning.",NA
"57","S30413497","URN:CornellLabOfOrnithology:EBIRD:OBS414427016","2020-05-26 09:12:26",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2015-10-27,"05:30:00","obsr290902","S30413497","Traveling","P22","EBIRD",440,5,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"heard"
"58","S27964428","URN:CornellLabOfOrnithology:EBIRD:OBS378833045","2019-08-19 11:49:38",12309,"species","Kawall's Parrot","Amazona kawalli","6",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2015-10-28,"05:45:00","obsr412230","S27964428","Traveling","P22","EBIRD_CAN",203,2,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Jan Smith, Chris & Rosemary Lester. Walked south down the BR-319 for roughly 2 kilometres, hoping to find Fiery Topaz (which we did, though ""only"" a female). Weather overcast and smoky, relatively cool.",NA
"59","S33401386","URN:CornellLabOfOrnithology:EBIRD:OBS453927355","2017-01-03 04:00:30",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Beruri BR-319 km 170-200","L5214449","P",-4.314407,-60.886114,2015-11-04,"06:35:00","obsr305140","S33401386","Historical","P62","EBIRD",265,NA,NA,NA,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,"em voo"
"60","S30078997","URN:CornellLabOfOrnithology:EBIRD:OBS409826634","2017-08-14 21:38:49",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2016-06-04,"06:09:00","obsr412230","S30078997","Traveling","P22","EBIRD_CAN",389,4.5,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"After heavy rains overnight, we walked the main trail to a point beyond the castanhal.",NA
"61","S30078511","URN:CornellLabOfOrnithology:EBIRD:OBS409818394","2019-08-19 11:49:39",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2016-06-02,"06:10:00","obsr412230","S30078511","Traveling","P22","EBIRD_CAN",60,0.2,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"Birding around the auditorium and the lodge clearing before breakfast. The cook (Dona Baixinha) only arrived at 06:30 each day (this being an inspection visit aimed at finding a site for Tupana's future tower), meaning I had to hang around for the first hour of light for the first two days.",NA
"62","S43930491","URN:CornellLabOfOrnithology:EBIRD:OBS591441379","2021-02-22 10:01:33.852915",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Pousada Rio Roosevelt","L2802116","H",-8.494205,-60.9621497,2016-06-21,NA,"obsr750853","S43930491","Historical","P62","EBIRD",NA,NA,NA,11,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"63","S30095827","URN:CornellLabOfOrnithology:EBIRD:OBS410086886","2020-05-16 11:33:37",12309,"species","Kawall's Parrot","Amazona kawalli","5",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2016-06-02,"16:25:00","obsr412230","S30095827","Traveling","P22","EBIRD_CAN",105,1.5,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"Main trail to the auditorium trail (the Frederickaena bend).",NA
"64","S43928195","URN:CornellLabOfOrnithology:EBIRD:OBS591409907","2020-09-03 10:17:42",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Pousada Rio Roosevelt","L2802116","H",-8.494205,-60.9621497,2016-06-18,NA,"obsr750853","S43928195","Historical","P62","EBIRD",NA,NA,NA,11,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"65","S30096269","URN:CornellLabOfOrnithology:EBIRD:OBS410093861","2018-03-22 22:55:22",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2016-06-03,"07:40:00","obsr412230","S30096269","Traveling","P22","EBIRD_CAN",322,1.8,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"Auditorium trail up to igarapé on main trail, return along main trail.",NA
"66","S30095993","URN:CornellLabOfOrnithology:EBIRD:OBS410089750","2017-08-14 21:38:49",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2016-06-03,"16:30:00","obsr412230","S30095993","Traveling","P22","EBIRD_CAN",88,0.5,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"Walking south down the BR-319 from the lodge.",NA
"67","S30075817","URN:CornellLabOfOrnithology:EBIRD:OBS409777663","2017-08-14 21:38:49",12309,"species","Kawall's Parrot","Amazona kawalli","6",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2016-06-01,"15:20:00","obsr412230","S30075817","Traveling","P22","EBIRD_CAN",160,3.5,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"Walked out on the main trail, returning via the Auditorium trail. It rained from 1526 (not kidding) to 1550.",NA
"68","S30078664","URN:CornellLabOfOrnithology:EBIRD:OBS409821044","2018-03-22 22:41:59",12309,"species","Kawall's Parrot","Amazona kawalli","10",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Tupana Lodge","L2838710","H",-4.0736391,-60.6699666,2016-06-02,"07:37:00","obsr412230","S30078664","Traveling","P22","EBIRD_CAN",331,5.95,NA,1,TRUE,NA,TRUE,TRUE,FALSE,NA,"Walked the main trail, took a detour onto the Auditorium trail to the Frederickaena bend to check out a possible tower site, then continued down the main trail beyond the first stream. On the return took the secondary trail which I haven't named back to the lodge (2.17km back to the lodge).",NA
"69","S30773336","URN:CornellLabOfOrnithology:EBIRD:OBS419067772","2016-07-20 06:40:06",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"BR-AM-Borba-Rio Tupana - -4,3159x-60,1981","L4801926","P",-4.315882,-60.198053,2016-07-18,"06:30:00","obsr427634","S30773336","Traveling","P22","EBIRD",180,3,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"<br />Submitted from eBird for iOS, version 1.2.2 Build 70",NA
"70","S30773316","URN:CornellLabOfOrnithology:EBIRD:OBS419067591","2020-07-28 16:40:04",12309,"species","Kawall's Parrot","Amazona kawalli","5",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"KM 50, AM-070","L3064814","H",-3.183128,-60.441984,2016-07-17,"06:30:00","obsr427634","S30773316","Traveling","P22","EBIRD",688,8,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"<br />Submitted from eBird for iOS, version 1.2.2 Build 70",NA
"71","S30655106","URN:CornellLabOfOrnithology:EBIRD:OBS417524695","2019-01-11 08:09:03",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Reserva Natural Palmarí","L3018622","H",-4.2889,-70.2948,2016-07-01,"06:00:00","obsr243528","S30655106","Traveling","P22","EBIRD",720,48.28,NA,6,TRUE,NA,FALSE,TRUE,FALSE,NA,"Most observations were traveling on the Amazon by boat over a 7 day period.",NA
"72","S31904150","URN:CornellLabOfOrnithology:EBIRD:OBS434288731","2020-01-18 12:42:31",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"RDS Bararati--Trilha do Valentim","L4969409","H",-7.48882,-58.23817,2016-09-30,"07:41:00","obsr412230","S31904150","Traveling","P22","EBIRD_CAN",127,1.4,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"com Santarém, Lucas e Pedro do ICMBio. Tempo nublado.",NA
"73","S31891404","URN:CornellLabOfOrnithology:EBIRD:OBS434100861","2021-02-22 10:05:10.222385",12309,"species","Kawall's Parrot","Amazona kawalli","10",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Barra de São Manoel--Trilha do Castanhalzinho","L4967741","H",-7.34713,-58.15286,2016-09-29,"06:05:00","obsr412230","S31891404","Traveling","P22","EBIRD_CAN",265,5.5,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"com Santarém, Lucas e Pedro do ICMBio. Espécies registradas durante caminhada na Trilha do Castanhalzinho, iniciando pela pista de pouso (-7.34713, -58.15286), indo até um nascente dentro da mata (-7.35344, -58.16455), e voltando pelo igarapé que abastece a comunidade com água, saindo no (-7.34318, -58.15664).",NA
"74","S31892300","URN:CornellLabOfOrnithology:EBIRD:OBS434114904","2021-02-22 10:05:18.372668",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"RDS Bararati--rio Bararati","L4967843","H",-7.4226873,-58.2133985,2016-09-30,"05:55:00","obsr412230","S31892300","Traveling","P22","EBIRD_CAN",102,16,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"com Santarém, Lucas e Pedro do ICMBio. Espécies registradas durante trajeto de barco entre a foz do Bararati e o inicio da Trilha do Valentim. Entramos também na Lagoa da Cruz. Ceu nublado, temperatura agradável (ca. 25 C).",NA
"75","S31994344","URN:CornellLabOfOrnithology:EBIRD:OBS435552495","2021-02-22 10:05:19.151032",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Barra de São Manoel--Trilha do Patauázal","L4981943","H",-7.3207759,-58.1854928,2016-10-01,"05:56:00","obsr412230","S31994344","Traveling","P22","EBIRD_CAN",304,3,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"com Santarém, Lucas e Pedro do ICMBio. Percorremos a trilha do Patauázal, um caminho pouso utilizado que inicia de frente ao Ecolodge da Barre, margeando entre as serras e mata da várzea, terminando em uma área com bastante patauá e caranaí (Lepidocaryum sp.) e uns cedros centenários. Tempo fechado a manhã toda, com chuvas leves na segunda parte da manhã.",NA
"76","S31907049","URN:CornellLabOfOrnithology:EBIRD:OBS434327171","2016-10-05 16:56:12",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"PN do Juruena -- Flutuante do ICMBio","L4967425","H",-7.34591,-58.14562,2016-10-03,"06:35:00","obsr412230","S31907049","Stationary","P21","EBIRD",17,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"77","S32636694","URN:CornellLabOfOrnithology:EBIRD:OBS444295087","2020-09-03 10:17:20",12309,"species","Kawall's Parrot","Amazona kawalli","25",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Pousada Rio Roosevelt","L2802116","H",-8.494205,-60.9621497,2016-11-11,"06:55:00","obsr412230","S32636694","Traveling","P22","EBIRD",257,0.2,NA,6,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Wally & Lois Goldfrank, Sally Howlett, Cemí and Alcimar. Birds recorded at the downstream barreiro (clay lick) on the left bank of the Roosevelt just below the Inferninho rapids. Weather mostly overcast, clearing up later in the morning. ----Red Brocket Deer visited the clay lick, as did a Southern Amazon Red Squirrel (heard only).",NA
"78","S32877669","URN:CornellLabOfOrnithology:EBIRD:OBS447334096","2021-02-22 10:01:31.981012",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Pousada Rio Roosevelt","L2802116","H",-8.494205,-60.9621497,2016-11-14,"06:55:00","obsr412230","S32877669","Traveling","P22","EBIRD",245,1.2,NA,6,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Cemí and Alcimar, Lois & Wally Goldfrank, Sally Howlett. Campinas do Cujubim.--Weather overcast with comfortable temperatures all morning, allowing us to make the most of our time in the open campinas habitat.",NA
"79","S32877436","URN:CornellLabOfOrnithology:EBIRD:OBS447331106","2018-08-22 10:53:05",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Amazonas","BR-AM",NA,NA,NA,NA,NA,NA,"Pousada Rio Roosevelt","L2802116","H",-8.494205,-60.9621497,2016-11-11,"16:06:00","obsr412230","S32877436","Traveling","P22","EBIRD",99,1,NA,6,TRUE,NA,FALSE,TRUE,FALSE,NA,"Birds recorded during a quiet afternoon walk on the Tower trail.",NA
